unicode,emoji,cldr,cldr_link
U+1F9D1 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F9D1 U+1F3FC,🧑🏽‍❤️‍💋‍🧑🏼,"kiss: person, person, medium skin tone, medium-light skin tone",kiss-person-person-medium-skin-tone-medium-light-skin-tone
U+1F9D1 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F9D1 U+1F3FE,🧑🏽‍❤️‍💋‍🧑🏾,"kiss: person, person, medium skin tone, medium-dark skin tone",kiss-person-person-medium-skin-tone-medium-dark-skin-tone
U+1F9D1 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F9D1 U+1F3FF,🧑🏽‍❤️‍💋‍🧑🏿,"kiss: person, person, medium skin tone, dark skin tone",kiss-person-person-medium-skin-tone-dark-skin-tone
U+1F9D1 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F9D1 U+1F3FB,🧑🏾‍❤️‍💋‍🧑🏻,"kiss: person, person, medium-dark skin tone, light skin tone",kiss-person-person-medium-dark-skin-tone-light-skin-tone
U+1F9D1 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F9D1 U+1F3FC,🧑🏾‍❤️‍💋‍🧑🏼,"kiss: person, person, medium-dark skin tone, medium-light skin tone",kiss-person-person-medium-dark-skin-tone-medium-light-skin-tone
U+1F9D1 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F9D1 U+1F3FD,🧑🏾‍❤️‍💋‍🧑🏽,"kiss: person, person, medium-dark skin tone, medium skin tone",kiss-person-person-medium-dark-skin-tone-medium-skin-tone
U+1F9D1 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F9D1 U+1F3FF,🧑🏾‍❤️‍💋‍🧑🏿,"kiss: person, person, medium-dark skin tone, dark skin tone",kiss-person-person-medium-dark-skin-tone-dark-skin-tone
U+1F9D1 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F9D1 U+1F3FB,🧑🏿‍❤️‍💋‍🧑🏻,"kiss: person, person, dark skin tone, light skin tone",kiss-person-person-dark-skin-tone-light-skin-tone
U+1F9D1 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F9D1 U+1F3FC,🧑🏿‍❤️‍💋‍🧑🏼,"kiss: person, person, dark skin tone, medium-light skin tone",kiss-person-person-dark-skin-tone-medium-light-skin-tone
U+1F9D1 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F9D1 U+1F3FD,🧑🏿‍❤️‍💋‍🧑🏽,"kiss: person, person, dark skin tone, medium skin tone",kiss-person-person-dark-skin-tone-medium-skin-tone
U+1F9D1 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F9D1 U+1F3FE,🧑🏿‍❤️‍💋‍🧑🏾,"kiss: person, person, dark skin tone, medium-dark skin tone",kiss-person-person-dark-skin-tone-medium-dark-skin-tone
U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,👩🏻‍❤️‍💋‍👨🏻,"kiss: woman, man, light skin tone",kiss-woman-man-light-skin-tone
U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,👩🏻‍❤️‍💋‍👨🏼,"kiss: woman, man, light skin tone, medium-light skin tone",kiss-woman-man-light-skin-tone-medium-light-skin-tone
U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,👩🏻‍❤️‍💋‍👨🏽,"kiss: woman, man, light skin tone, medium skin tone",kiss-woman-man-light-skin-tone-medium-skin-tone
U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,👩🏻‍❤️‍💋‍👨🏾,"kiss: woman, man, light skin tone, medium-dark skin tone",kiss-woman-man-light-skin-tone-medium-dark-skin-tone
U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,👩🏻‍❤️‍💋‍👨🏿,"kiss: woman, man, light skin tone, dark skin tone",kiss-woman-man-light-skin-tone-dark-skin-tone
U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,👩🏼‍❤️‍💋‍👨🏻,"kiss: woman, man, medium-light skin tone, light skin tone",kiss-woman-man-medium-light-skin-tone-light-skin-tone
U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,👩🏼‍❤️‍💋‍👨🏼,"kiss: woman, man, medium-light skin tone",kiss-woman-man-medium-light-skin-tone
U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,👩🏼‍❤️‍💋‍👨🏽,"kiss: woman, man, medium-light skin tone, medium skin tone",kiss-woman-man-medium-light-skin-tone-medium-skin-tone
U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,👩🏼‍❤️‍💋‍👨🏾,"kiss: woman, man, medium-light skin tone, medium-dark skin tone",kiss-woman-man-medium-light-skin-tone-medium-dark-skin-tone
U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,👩🏼‍❤️‍💋‍👨🏿,"kiss: woman, man, medium-light skin tone, dark skin tone",kiss-woman-man-medium-light-skin-tone-dark-skin-tone
U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,👩🏽‍❤️‍💋‍👨🏻,"kiss: woman, man, medium skin tone, light skin tone",kiss-woman-man-medium-skin-tone-light-skin-tone
U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,👩🏽‍❤️‍💋‍👨🏼,"kiss: woman, man, medium skin tone, medium-light skin tone",kiss-woman-man-medium-skin-tone-medium-light-skin-tone
U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,👩🏽‍❤️‍💋‍👨🏽,"kiss: woman, man, medium skin tone",kiss-woman-man-medium-skin-tone
U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,👩🏽‍❤️‍💋‍👨🏾,"kiss: woman, man, medium skin tone, medium-dark skin tone",kiss-woman-man-medium-skin-tone-medium-dark-skin-tone
U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,👩🏽‍❤️‍💋‍👨🏿,"kiss: woman, man, medium skin tone, dark skin tone",kiss-woman-man-medium-skin-tone-dark-skin-tone
U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,👩🏾‍❤️‍💋‍👨🏻,"kiss: woman, man, medium-dark skin tone, light skin tone",kiss-woman-man-medium-dark-skin-tone-light-skin-tone
U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,👩🏾‍❤️‍💋‍👨🏼,"kiss: woman, man, medium-dark skin tone, medium-light skin tone",kiss-woman-man-medium-dark-skin-tone-medium-light-skin-tone
U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,👩🏾‍❤️‍💋‍👨🏽,"kiss: woman, man, medium-dark skin tone, medium skin tone",kiss-woman-man-medium-dark-skin-tone-medium-skin-tone
U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,👩🏾‍❤️‍💋‍👨🏾,"kiss: woman, man, medium-dark skin tone",kiss-woman-man-medium-dark-skin-tone
U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,👩🏾‍❤️‍💋‍👨🏿,"kiss: woman, man, medium-dark skin tone, dark skin tone",kiss-woman-man-medium-dark-skin-tone-dark-skin-tone
U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,👩🏿‍❤️‍💋‍👨🏻,"kiss: woman, man, dark skin tone, light skin tone",kiss-woman-man-dark-skin-tone-light-skin-tone
U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,👩🏿‍❤️‍💋‍👨🏼,"kiss: woman, man, dark skin tone, medium-light skin tone",kiss-woman-man-dark-skin-tone-medium-light-skin-tone
U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,👩🏿‍❤️‍💋‍👨🏽,"kiss: woman, man, dark skin tone, medium skin tone",kiss-woman-man-dark-skin-tone-medium-skin-tone
U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,👩🏿‍❤️‍💋‍👨🏾,"kiss: woman, man, dark skin tone, medium-dark skin tone",kiss-woman-man-dark-skin-tone-medium-dark-skin-tone
U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,👩🏿‍❤️‍💋‍👨🏿,"kiss: woman, man, dark skin tone",kiss-woman-man-dark-skin-tone
U+1F468 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,👨🏻‍❤️‍💋‍👨🏻,"kiss: man, man, light skin tone",kiss-man-man-light-skin-tone
U+1F468 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,👨🏻‍❤️‍💋‍👨🏼,"kiss: man, man, light skin tone, medium-light skin tone",kiss-man-man-light-skin-tone-medium-light-skin-tone
U+1F468 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,👨🏻‍❤️‍💋‍👨🏽,"kiss: man, man, light skin tone, medium skin tone",kiss-man-man-light-skin-tone-medium-skin-tone
U+1F468 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,👨🏻‍❤️‍💋‍👨🏾,"kiss: man, man, light skin tone, medium-dark skin tone",kiss-man-man-light-skin-tone-medium-dark-skin-tone
U+1F468 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,👨🏻‍❤️‍💋‍👨🏿,"kiss: man, man, light skin tone, dark skin tone",kiss-man-man-light-skin-tone-dark-skin-tone
U+1F468 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,👨🏼‍❤️‍💋‍👨🏻,"kiss: man, man, medium-light skin tone, light skin tone",kiss-man-man-medium-light-skin-tone-light-skin-tone
U+1F468 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,👨🏼‍❤️‍💋‍👨🏼,"kiss: man, man, medium-light skin tone",kiss-man-man-medium-light-skin-tone
U+1F468 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,👨🏼‍❤️‍💋‍👨🏽,"kiss: man, man, medium-light skin tone, medium skin tone",kiss-man-man-medium-light-skin-tone-medium-skin-tone
U+1F468 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,👨🏼‍❤️‍💋‍👨🏾,"kiss: man, man, medium-light skin tone, medium-dark skin tone",kiss-man-man-medium-light-skin-tone-medium-dark-skin-tone
U+1F468 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,👨🏼‍❤️‍💋‍👨🏿,"kiss: man, man, medium-light skin tone, dark skin tone",kiss-man-man-medium-light-skin-tone-dark-skin-tone
U+1F468 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,👨🏽‍❤️‍💋‍👨🏻,"kiss: man, man, medium skin tone, light skin tone",kiss-man-man-medium-skin-tone-light-skin-tone
U+1F468 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,👨🏽‍❤️‍💋‍👨🏼,"kiss: man, man, medium skin tone, medium-light skin tone",kiss-man-man-medium-skin-tone-medium-light-skin-tone
U+1F468 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,👨🏽‍❤️‍💋‍👨🏽,"kiss: man, man, medium skin tone",kiss-man-man-medium-skin-tone
U+1F468 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,👨🏽‍❤️‍💋‍👨🏾,"kiss: man, man, medium skin tone, medium-dark skin tone",kiss-man-man-medium-skin-tone-medium-dark-skin-tone
U+1F468 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,👨🏽‍❤️‍💋‍👨🏿,"kiss: man, man, medium skin tone, dark skin tone",kiss-man-man-medium-skin-tone-dark-skin-tone
U+1F468 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,👨🏾‍❤️‍💋‍👨🏻,"kiss: man, man, medium-dark skin tone, light skin tone",kiss-man-man-medium-dark-skin-tone-light-skin-tone
U+1F468 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,👨🏾‍❤️‍💋‍👨🏼,"kiss: man, man, medium-dark skin tone, medium-light skin tone",kiss-man-man-medium-dark-skin-tone-medium-light-skin-tone
U+1F468 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,👨🏾‍❤️‍💋‍👨🏽,"kiss: man, man, medium-dark skin tone, medium skin tone",kiss-man-man-medium-dark-skin-tone-medium-skin-tone
U+1F468 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,👨🏾‍❤️‍💋‍👨🏾,"kiss: man, man, medium-dark skin tone",kiss-man-man-medium-dark-skin-tone
U+1F468 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,👨🏾‍❤️‍💋‍👨🏿,"kiss: man, man, medium-dark skin tone, dark skin tone",kiss-man-man-medium-dark-skin-tone-dark-skin-tone
U+1F468 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FB,👨🏿‍❤️‍💋‍👨🏻,"kiss: man, man, dark skin tone, light skin tone",kiss-man-man-dark-skin-tone-light-skin-tone
U+1F468 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FC,👨🏿‍❤️‍💋‍👨🏼,"kiss: man, man, dark skin tone, medium-light skin tone",kiss-man-man-dark-skin-tone-medium-light-skin-tone
U+1F468 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FD,👨🏿‍❤️‍💋‍👨🏽,"kiss: man, man, dark skin tone, medium skin tone",kiss-man-man-dark-skin-tone-medium-skin-tone
U+1F468 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FE,👨🏿‍❤️‍💋‍👨🏾,"kiss: man, man, dark skin tone, medium-dark skin tone",kiss-man-man-dark-skin-tone-medium-dark-skin-tone
U+1F468 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468 U+1F3FF,👨🏿‍❤️‍💋‍👨🏿,"kiss: man, man, dark skin tone",kiss-man-man-dark-skin-tone
U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FB,👩🏻‍❤️‍💋‍👩🏻,"kiss: woman, woman, light skin tone",kiss-woman-woman-light-skin-tone
U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FC,👩🏻‍❤️‍💋‍👩🏼,"kiss: woman, woman, light skin tone, medium-light skin tone",kiss-woman-woman-light-skin-tone-medium-light-skin-tone
U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FD,👩🏻‍❤️‍💋‍👩🏽,"kiss: woman, woman, light skin tone, medium skin tone",kiss-woman-woman-light-skin-tone-medium-skin-tone
U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FE,👩🏻‍❤️‍💋‍👩🏾,"kiss: woman, woman, light skin tone, medium-dark skin tone",kiss-woman-woman-light-skin-tone-medium-dark-skin-tone
U+1F469 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FF,👩🏻‍❤️‍💋‍👩🏿,"kiss: woman, woman, light skin tone, dark skin tone",kiss-woman-woman-light-skin-tone-dark-skin-tone
U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FB,👩🏼‍❤️‍💋‍👩🏻,"kiss: woman, woman, medium-light skin tone, light skin tone",kiss-woman-woman-medium-light-skin-tone-light-skin-tone
U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FC,👩🏼‍❤️‍💋‍👩🏼,"kiss: woman, woman, medium-light skin tone",kiss-woman-woman-medium-light-skin-tone
U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FD,👩🏼‍❤️‍💋‍👩🏽,"kiss: woman, woman, medium-light skin tone, medium skin tone",kiss-woman-woman-medium-light-skin-tone-medium-skin-tone
U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FE,👩🏼‍❤️‍💋‍👩🏾,"kiss: woman, woman, medium-light skin tone, medium-dark skin tone",kiss-woman-woman-medium-light-skin-tone-medium-dark-skin-tone
U+1F469 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FF,👩🏼‍❤️‍💋‍👩🏿,"kiss: woman, woman, medium-light skin tone, dark skin tone",kiss-woman-woman-medium-light-skin-tone-dark-skin-tone
U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FB,👩🏽‍❤️‍💋‍👩🏻,"kiss: woman, woman, medium skin tone, light skin tone",kiss-woman-woman-medium-skin-tone-light-skin-tone
U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FC,👩🏽‍❤️‍💋‍👩🏼,"kiss: woman, woman, medium skin tone, medium-light skin tone",kiss-woman-woman-medium-skin-tone-medium-light-skin-tone
U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FD,👩🏽‍❤️‍💋‍👩🏽,"kiss: woman, woman, medium skin tone",kiss-woman-woman-medium-skin-tone
U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FE,👩🏽‍❤️‍💋‍👩🏾,"kiss: woman, woman, medium skin tone, medium-dark skin tone",kiss-woman-woman-medium-skin-tone-medium-dark-skin-tone
U+1F469 U+1F3FD U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FF,👩🏽‍❤️‍💋‍👩🏿,"kiss: woman, woman, medium skin tone, dark skin tone",kiss-woman-woman-medium-skin-tone-dark-skin-tone
U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FB,👩🏾‍❤️‍💋‍👩🏻,"kiss: woman, woman, medium-dark skin tone, light skin tone",kiss-woman-woman-medium-dark-skin-tone-light-skin-tone
U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FC,👩🏾‍❤️‍💋‍👩🏼,"kiss: woman, woman, medium-dark skin tone, medium-light skin tone",kiss-woman-woman-medium-dark-skin-tone-medium-light-skin-tone
U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FD,👩🏾‍❤️‍💋‍👩🏽,"kiss: woman, woman, medium-dark skin tone, medium skin tone",kiss-woman-woman-medium-dark-skin-tone-medium-skin-tone
U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FE,👩🏾‍❤️‍💋‍👩🏾,"kiss: woman, woman, medium-dark skin tone",kiss-woman-woman-medium-dark-skin-tone
U+1F469 U+1F3FE U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FF,👩🏾‍❤️‍💋‍👩🏿,"kiss: woman, woman, medium-dark skin tone, dark skin tone",kiss-woman-woman-medium-dark-skin-tone-dark-skin-tone
U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FB,👩🏿‍❤️‍💋‍👩🏻,"kiss: woman, woman, dark skin tone, light skin tone",kiss-woman-woman-dark-skin-tone-light-skin-tone
U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FC,👩🏿‍❤️‍💋‍👩🏼,"kiss: woman, woman, dark skin tone, medium-light skin tone",kiss-woman-woman-dark-skin-tone-medium-light-skin-tone
U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FD,👩🏿‍❤️‍💋‍👩🏽,"kiss: woman, woman, dark skin tone, medium skin tone",kiss-woman-woman-dark-skin-tone-medium-skin-tone
U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FE,👩🏿‍❤️‍💋‍👩🏾,"kiss: woman, woman, dark skin tone, medium-dark skin tone",kiss-woman-woman-dark-skin-tone-medium-dark-skin-tone
U+1F469 U+1F3FF U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469 U+1F3FF,👩🏿‍❤️‍💋‍👩🏿,"kiss: woman, woman, dark skin tone",kiss-woman-woman-dark-skin-tone
U+1F491 U+1F3FB,💑🏻,couple with heart: light skin tone,couple-with-heart-light-skin-tone
U+1F491 U+1F3FC,💑🏼,couple with heart: medium-light skin tone,couple-with-heart-medium-light-skin-tone
U+1F491 U+1F3FD,💑🏽,couple with heart: medium skin tone,couple-with-heart-medium-skin-tone
U+1F491 U+1F3FE,💑🏾,couple with heart: medium-dark skin tone,couple-with-heart-medium-dark-skin-tone
U+1F491 U+1F3FF,💑🏿,couple with heart: dark skin tone,couple-with-heart-dark-skin-tone
U+1F9D1 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FC,🧑🏻‍❤️‍🧑🏼,"couple with heart: person, person, light skin tone, medium-light skin tone",couple-with-heart-person-person-light-skin-tone-medium-light-skin-tone
U+1F9D1 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FD,🧑🏻‍❤️‍🧑🏽,"couple with heart: person, person, light skin tone, medium skin tone",couple-with-heart-person-person-light-skin-tone-medium-skin-tone
U+1F9D1 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FE,🧑🏻‍❤️‍🧑🏾,"couple with heart: person, person, light skin tone, medium-dark skin tone",couple-with-heart-person-person-light-skin-tone-medium-dark-skin-tone
U+1F9D1 U+1F3FB U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FF,🧑🏻‍❤️‍🧑🏿,"couple with heart: person, person, light skin tone, dark skin tone",couple-with-heart-person-person-light-skin-tone-dark-skin-tone
U+1F9D1 U+1F3FC U+200D U+2764 U+FE0F U+200D U+1F9D1 U+1F3FB,🧑🏼‍❤️‍🧑🏻,"couple with heart: person, person, medium-light skin tone, light skin tone",couple-with-heart-person-person-medium-light-skin-tone-light-skin-tone
